vt.需要，要；aux.必须，不得不；n.需要，必要；需用的东西，需求,need,[ni:d],http://sound.yywz123.com/qsbdcword/n/need.mp3
n.线；排，行,line,[laɪn],http://sound.yywz123.com/qsbdcword/l/line.mp3
n.故事书，小说书,storybook,[ˈstɔ:ribʊk],http://sound.yywz123.com/qsbdcword/s/storybook.mp3
n.卡车，载重汽车；(铁路上的)敞篷货车,truck,[trʌk],http://sound.yywz123.com/qsbdcword/t/truck.mp3
n.明信片，风景明信片,postcard,[ˈpəʊstkɑ:d],http://sound.yywz123.com/qsbdcword/p/postcard.mp3
n.一对，一双，一副，一条,pair,[peə(r)],http://sound.yywz123.com/qsbdcword/p/pair.mp3
pron.任何东西(事物)；无论什么东西(事物),anything,[ˈeniθɪŋ],http://sound.yywz123.com/qsbdcword/a/anything.mp3
n.夫人，太太,Mrs,['mɪsɪz],http://sound.yywz123.com/qsbdcword/M/Mrs.mp3
n.消息，音信,message,[ˈmesɪdʒ],http://sound.yywz123.com/qsbdcword/m/message.mp3
n.队，组；vi.协同工作；vt.使合作,team,[ti:m],http://sound.yywz123.com/qsbdcword/t/team.mp3
adj.国家（的），农村（的）；n.国家,country,[ˈkʌntri],http://sound.yywz123.com/qsbdcword/c/country.mp3
adj.虚弱的,weak,[wi:k],http://sound.yywz123.com/qsbdcword/w/weak.mp3
num.九十，九十个,ninety,[ˈnaɪnti],http://sound.yywz123.com/qsbdcword/n/ninety.mp3
num.七十，七十个,seventy,[ˈsevnti],http://sound.yywz123.com/qsbdcword/s/seventy.mp3
num.八十，八十个,eighty,[ˈeɪti],http://sound.yywz123.com/qsbdcword/e/eighty.mp3
int.再见,bye-bye,['baɪˌbaɪ],http://sound.yywz123.com/qsbdcword/b/bye-bye.mp3
n.（=French fries）炸土豆条，炸薯条,fries,[fraɪz],http://sound.yywz123.com/qsbdcword/f/fries.mp3
vt.忘记，忽略，忘；vi.忘记,forget,[fəˈget],http://sound.yywz123.com/qsbdcword/f/forget.mp3
adj.机灵的，聪明的,clever,[ˈklevə(r)],http://sound.yywz123.com/qsbdcword/c/clever.mp3
n.舞蹈,dancing,[ˈdɑ:nsɪŋ],http://sound.yywz123.com/qsbdcword/d/dancing.mp3
adv.在远处， 到远处， 离去,away,[əˈweɪ],http://sound.yywz123.com/qsbdcword/a/away.mp3
n.金，黄金；金币；金黄色；adj.金的，金制的,gold,[gəʊld],http://sound.yywz123.com/qsbdcword/g/gold.mp3
adj.渴的，缺水的；干旱的,thirsty,[ˈθɜ:sti],http://sound.yywz123.com/qsbdcword/t/thirsty.mp3
v.go的过去式,went,[went],http://sound.yywz123.com/qsbdcword/w/went.mp3
(=are not)不是,aren't,[ɑ:nt],http://sound.yywz123.com/qsbdcword/a/aren't.mp3
v./aux.（动词do的第三人称单数形式）做；干；构成否定句，疑问句的助动词,does,[dʌz],http://sound.yywz123.com/qsbdcword/d/does.mp3
(=does not)不做；不,doesn't,[ˈdʌznt],http://sound.yywz123.com/qsbdcword/d/doesn't.mp3
int.再见！；n.告辞，告别,good-bye,['gʊd'baɪ],http://sound.yywz123.com/qsbdcword/g/good-bye.mp3
n.环，戒指，铃声，圈；vt.包围，挂铃铛；vi.鸣响，回响，在空气中螺旋上扬，形成圈,ring,[rɪŋ],http://sound.yywz123.com/qsbdcword/r/ring.mp3
n.微笑，笑容；vi.微笑，露出笑容,smile,[smaɪl],http://sound.yywz123.com/qsbdcword/s/smile.mp3
n.英式足球,soccer,[ˈsɒkə(r)],http://sound.yywz123.com/qsbdcword/s/soccer.mp3
n.袜子(复数),socks,[sɑks],http://sound.yywz123.com/qsbdcword/s/socks.mp3
(=where is)在哪里,where's,[wɛəz],http://sound.yywz123.com/qsbdcword/w/where's.mp3
adj.哪一个，哪一些；int.哪个；pron.哪一个,which,[wɪtʃ],http://sound.yywz123.com/qsbdcword/w/which.mp3
(=you are)你是,you're,[jʊə(r)],http://sound.yywz123.com/qsbdcword/y/you're.mp3
n.树林；名词wood的复数形式,woods,[wʊdz],http://sound.yywz123.com/qsbdcword/w/woods.mp3
n.女警官，女警察,policewoman,[pəˈli:swʊmən],http://sound.yywz123.com/qsbdcword/p/policewoman.mp3
n.肩，肩部,shoulder,[ˈʃəʊldə(r)],http://sound.yywz123.com/qsbdcword/s/shoulder.mp3
n.邮递员（美mailman）,postman,[ˈpəʊstmən],http://sound.yywz123.com/qsbdcword/p/postman.mp3
adj.坚固的，强壮的,strong,[strɒŋ],http://sound.yywz123.com/qsbdcword/s/strong.mp3
n.绳，索；v.捆，绑,rope,[rəʊp],http://sound.yywz123.com/qsbdcword/r/rope.mp3
n.奶油，黄油,butter,[ˈbʌtə(r)],http://sound.yywz123.com/qsbdcword/b/butter.mp3
n.巧克力；巧克力糖；深褐色,chocolate,[ˈtʃɒklət],http://sound.yywz123.com/qsbdcword/c/chocolate.mp3
vt.喂（养），饲（养）；吃饲料；（with）向...提供；vi. 吃东西；流入,feed,[fi:d],http://sound.yywz123.com/qsbdcword/f/feed.mp3
adj.大的，大量的，宽大的,large,[lɑ:dʒ],http://sound.yywz123.com/qsbdcword/l/large.mp3
n.草；青草；草地；告密者；vt.喂（草）；用草覆盖；告发,grass,[grɑ:s],http://sound.yywz123.com/qsbdcword/g/grass.mp3
adv.到处，无论何处,everywhere,[ˈevriweə(r)],http://sound.yywz123.com/qsbdcword/e/everywhere.mp3
n.糖，糖块，甜言蜜语；vt.加糖于，使甜蜜，粉饰，美化；vi.制成糖,sugar,[ˈʃʊgə(r)],http://sound.yywz123.com/qsbdcword/s/sugar.mp3
n.超级商场；自动售货商店；超市,supermarket,[ˈsu:pəmɑ:kɪt],http://sound.yywz123.com/qsbdcword/s/supermarket.mp3
vt. 离开；留下；遗忘；委托；vi. 离开，出发；留下；n. 许可；休假,leave,[li:v],http://sound.yywz123.com/qsbdcword/l/leave.mp3
n.石；石头；宝石,stone,[stəʊn],http://sound.yywz123.com/qsbdcword/s/stone.mp3
vt.投，掷，扔，抛；vi.抛；投掷,throw,[θrəʊ],http://sound.yywz123.com/qsbdcword/t/throw.mp3
n.篮，篓，筐，（篮）篮球筐； 得分,basket,[ˈbɑ:skɪt],http://sound.yywz123.com/qsbdcword/b/basket.mp3
n.骨，骨骼；vt.剔去（鱼等的）骨；vi. 苦学；专心致志,bone,[bəʊn],http://sound.yywz123.com/qsbdcword/b/bone.mp3
n.浴室；盥洗室，卫生间,bathroom,[ˈbɑ:θru:m],http://sound.yywz123.com/qsbdcword/b/bathroom.mp3
n.堂兄弟姊妹，表兄弟姊妹,cousin,[ˈkʌzn],http://sound.yywz123.com/qsbdcword/c/cousin.mp3
